gene,uniprot,text_call,confidence,text_dead_final,rationale_pass2,func_excerpt
ATP8A1,Q9Y2Q0,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of am
ATP8B2,P98198,active,high,False,,"Catalytic component of P4-ATPase flippase complex, which catalyzes the hydrolysis of ATP coupled to the transport of pho"
ATP8A2,Q9NTI2,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of am
ATP8B3,O60423,active,high,False,,P4-ATPase flippase which catalyzes the hydrolysis of ATP coupled to the transport of aminophospholipids from the outer t
ATP11B,Q9Y2G3,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of am
ATP9A,O75110,active,high,False,,"Plays a role in regulating membrane trafficking of cargo proteins, namely endosome to plasma membrane recycling, probabl"
ATP10D,Q9P241,active,high,False,,"Catalytic component of a P4-ATPase flippase complex, which catalyzes the hydrolysis of ATP coupled to the transport of g"
ATP10A,O60312,active,high,False,,"Catalytic component of P4-ATPase flippase complex, which catalyzes the hydrolysis of ATP coupled to the transport of pho"
ATP10B,O94823,active,high,False,,"Catalytic component of a P4-ATPase flippase complex, which catalyzes the hydrolysis of ATP coupled to the transport of g"
ATP13A1,Q9HD20,active,high,False,,Endoplasmic reticulum translocase required to remove mitochondrial transmembrane proteins mistargeted to the endoplasmic
IDH3B,O43837,inactive,high,False,"Describes structural role aiding another enzyme's activity, not this protein's own catalysis loss",Plays a structural role to facilitate the assembly and ensure the full activity of the enzyme catalyzing the decarboxyla
IDH3G,P51553,active,high,False,,Regulatory subunit which plays a role in the allosteric regulation of the enzyme catalyzing the decarboxylation of isoci
IDH3A,P50213,active,high,False,,Catalytic subunit of the enzyme which catalyzes the decarboxylation of isocitrate (ICT) into alpha-ketoglutarate. The he
IDH2,P48735,ambiguous,med,False,,Plays a role in intermediary metabolism and energy production. It may tightly associate or interact with the pyruvate de
IDH1,O75874,active,high,False,,Catalyzes the NADP(+)-dependent oxidative decarboxylation of isocitrate (D-threo-isocitrate) to 2-ketoglutarate (2-oxogl
GMPS,P49915,active,high,False,,Catalyzes the conversion of xanthine monophosphate (XMP) to GMP in the presence of glutamine and ATP through an adenyl-X
ASL,P04424,active,high,False,,"Catalyzes the reversible cleavage of L-argininosuccinate to fumarate and L-arginine, an intermediate step reaction in th"
ALDOA,P04075,active,high,False,,"Catalyzes the reversible conversion of beta-D-fructose 1,6-bisphosphate (FBP) into two triose phosphate and plays a key "
ALDOC,P09972,active,high,False,,"Catalyzes the reversible conversion of beta-D-fructose 1,6-bisphosphate (FBP) into two triose phosphate and plays a key "
ALDOB,P05062,active,high,False,,"Catalyzes the aldol cleavage of fructose 1,6-biphosphate to form two triosephosphates dihydroxyacetone phosphate and D-g"
ACP7,Q6ZNF0,active,high,False,,Putative metallophosphoesterase belonging to the purple acid phosphatase family that catalyzes the hydrolysis of phospha
ACP5,P13686,active,high,False,,Involved in osteopontin/bone sialoprotein dephosphorylation. Its expression seems to increase in certain pathological st
CPPED1,Q9BRF8,active,high,False,,"Protein phosphatase that dephosphorylates AKT family kinase specifically at 'Ser-473', blocking cell cycle progression a"
PNKP,Q96T60,active,high,False,,"Plays a key role in the repair of DNA damage, functioning as part of both the non-homologous end-joining (NHEJ) and base"
AK5,Q9Y6K8,active,high,False,,Nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nuc
N4BP2,Q86UW6,active,high,False,,Has 5'-polynucleotide kinase and nicking endonuclease activity. May play a role in DNA repair or recombination. May play
N4BP2L1,Q5TBK1,ambiguous,low,False,,Might play a role in adipocyte differentiation and triglyceride accumulation..
AK1,P00568,active,high,False,,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Also displays broad nucleoside di
HNRNPU,Q00839,ambiguous,med,False,,"DNA- and RNA-binding protein involved in several cellular processes such as nuclear chromatin organization, telomere-len"
CNP,P09543,active,high,False,,"Myelin-associated enzyme that catalyzes the phosphodiester hydrolysis of 2',3'-cyclic nucleotides to 2'-nucleotides. In "
CMPK1,P30085,active,high,False,,Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in 
AK4,P27144,active,high,False,,Broad-specificity mitochondrial nucleoside phosphate kinase involved in cellular nucleotide homeostasis by catalyzing nu
AK9,Q5TCS8,active,high,False,,Broad-specificity nucleoside phosphate kinase involved in cellular nucleotide homeostasis by catalyzing nucleoside-phosp
HNRNPUL1,Q9BUJ2,ambiguous,med,False,,Acts as a basic transcriptional regulator. Represses basic transcription driven by several virus and cellular promoters.
AK6,Q9Y3D8,active,high,False,,Broad-specificity nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate
GCH1,P30793,ambiguous,high,False,,Positively regulates nitric oxide synthesis in umbilical vein endothelial cells (HUVECs). May be involved in dopamine sy
ACE,P12821,active,high,False,,"Dipeptidyl carboxypeptidase that removes dipeptides from the C-terminus of a variety of circulating hormones, such as an"
ACE2,Q9BYF1,active,high,False,,Essential counter-regulatory carboxypeptidase of the renin-angiotensin hormone system that is a critical regulator of bl
PPIA,P62937,active,high,False,,Catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides. Exerts a strong chemotactic effe
PPIAL4C,A0A0B4J2A2,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4E,A0A075B759,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4F,P0DN26,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4G,P0DN37,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4A,Q9Y536,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4H,A0A075B767,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIAL4D,F5H284,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIF,P30405,ambiguous,med,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
PPIE,Q9UNP9,active,high,False,,Involved in pre-mRNA splicing as component of the spliceosome. Combines RNA-binding and PPIase activities. Binds mRNA an
PPIB,P23284,active,high,False,,Peptidyl-prolyl cis-trans isomerase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligop
PPID,Q08752,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
RANBP2,P49792,active,high,False,,"E3 SUMO-protein ligase which facilitates SUMO1 and SUMO2 conjugation by UBE2I. Involved in transport factor (Ran-GTP, ka"
PPIG,Q13427,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
PPIC,P45877,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
PPIH,O43447,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
NKTR,P30414,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
PPIL6,Q8IXY8,inactive,high,True,Explicitly states this protein lacks PPIase activity.,Probable inactive PPIase with no peptidyl-prolyl cis-trans isomerase activity..
PPWD1,Q96BP3,active,high,False,,PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore ass
PPIL3,Q9H2H8,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
PPIL1,Q9Y3C6,active,high,False,,Involved in pre-mRNA splicing as component of the spliceosome. PPIases accelerate the folding of proteins. Catalyzes the
PPIL2,Q13356,active,high,False,,Has a ubiquitin-protein ligase activity acting as an E3 ubiquitin protein ligase or as an ubiquitin-ubiquitin ligase pro
CWC27,Q6UX04,inactive,high,True,"States protein is probable inactive PPIase, no isomerase activity","As part of the spliceosome, plays a role in pre-mRNA splicing. Probable inactive PPIase with no peptidyl-prolyl cis-tran"
PPIL4,Q8WUA2,active,high,False,,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in 
LTA4H,P09960,active,high,False,,Bifunctional zinc metalloenzyme that comprises both epoxide hydrolase (EH) and aminopeptidase activities. Acts as an epo
RNPEP,Q9H4A4,active,high,False,,Exopeptidase which selectively removes arginine and/or lysine residues from the N-terminus of several peptide substrates
RNPEPL1,Q9HAU8,active,high,False,,"Broad specificity aminopeptidase which preferentially hydrolyzes an N-terminal methionine, citrulline or glutamine.."
LNPEP,Q9UIQ6,active,high,False,,"Release of an N-terminal amino acid, cleaves before cysteine, leucine as well as other amino acids. Degrades peptide hor"
NPEPPS,P55786,active,high,False,,Aminopeptidase with broad substrate specificity for several peptides. Involved in proteolytic events essential for cell 
AOPEP,Q8N6M6,active,high,False,,Aminopeptidase which catalyzes the hydrolysis of amino acid residues from the N-terminus of peptide or protein substrate
NPEPPSL1,A6NEC2,ambiguous,med,False,,Aminopeptidase with broad substrate specificity to several peptides..
ERAP2,Q6P179,active,high,False,,"Aminopeptidase that plays a central role in peptide trimming, a step required for the generation of most HLA class I-bin"
TRHDE,Q9UKU6,active,high,False,,Specific inactivation of TRH after its release.
ERAP1,Q9NZ08,active,high,False,,"Aminopeptidase that plays a central role in peptide trimming, a step required for the generation of most HLA class I-bin"
ANPEP,P15144,active,high,False,,Broad specificity aminopeptidase which plays a role in the final digestion of peptides generated from hydrolysis of prot
LVRN,Q6Q4G3,active,high,False,,Metalloprotease which may be important for placentation by regulating biological activity of key peptides at the embryo-
ENPEP,Q07075,active,high,False,,Regulates central hypertension through its calcium-modulated preference to cleave N-terminal acidic residues from peptid
TAF2,Q6P1X5,inactive,med,False,,The TFIID basal transcription factor complex plays a major role in the initiation of RNA polymerase II (Pol II)-dependen
PNLIP,P16233,active,high,False,,Plays an important role in fat metabolism. It preferentially splits the esters of long-chain fatty acids at positions 1 
PNLIPRP2,P54317,active,high,False,,"Lipase that primarily hydrolyzes triglycerides and galactosylglycerides. In neonates, may play a major role in pancreati"
PNLIPRP3,Q17RR3,active,high,False,,Hydrolyzes triglycerides into diglycerides and subsequently into monoglycerides and free fatty acids..
LIPG,Q9Y5X9,active,high,False,,Exerts both phospholipase and triglyceride lipase activities. More active as a phospholipase than a triglyceride lipase.
LPL,P06858,active,high,False,,Key enzyme in triglyceride metabolism. Catalyzes the hydrolysis of triglycerides from circulating chylomicrons and very 
LIPC,P11150,active,high,False,,"Catalyzes the hydrolysis of triglycerides and phospholipids present in circulating plasma lipoproteins, including chylom"
LIPH,Q8WWY8,active,high,False,,Hydrolyzes specifically phosphatidic acid (PA) to produce 2-acyl lysophosphatidic acid (LPA; a potent bioactive lipid me
LIPI,Q6XZB0,active,high,False,,Hydrolyzes specifically phosphatidic acid (PA) to produce 2-acyl lysophosphatidic acid (LPA; a potent bioactive lipid me
PLA1A,Q53H76,active,high,False,,Hydrolyzes the ester bond of the acyl group attached at the sn-1 position of phosphatidylserines (phospholipase A1 activ
